text,clean_text,label,mentions_dem,mentions_rep
"I just want to have a smart civilized exchange with  bc I want to understand their side of logic

Can yall explain to me why Georgia &amp; Pennsylvania have to stop counting but not Arizona &amp; Nevada? 

I just want to get why you feel that’s fair? ",i just want to have a smart civilized exchange with  bc i want to understand their side of logic  can yall explain to me why georgia and; pennsylvania have to stop counting but not arizona and; nevada    i just want to get why you feel that s fair  ,Republican,[],[]
"I voted. 👏🏼 
 
   🇺🇸
   https://t.co/Zi7vEdipt7",i voted.                ,Republican,[],"['Trump', 'TRUMP', 'Trump']"
"Will Joe Biden accept the results tonight and commit to a peaceful transition?

                     ",will joe biden accept the results tonight and commit to a peaceful transition                        ,Republican,"['Joe', 'Joe', 'Biden', 'Biden', 'Biden', 'Harris']",[]
"I can’t see how any logical, unbiased person could expect a Biden win in 2020. 🤣 Even the Biden campaign is now coming out to say, essentially, they expect to lose FL, PA, OH and AZ but still believe they have a shot... 🤦🏼‍♂️  ","i can t see how any logical, unbiased person could expect a biden win in 2020.   even the biden campaign is now coming out to say, essentially, they expect to lose fl, pa, oh and az but still believe they have a shot...        ",Republican,"['Biden', 'Biden']","['trump', 'Trump']"
"Democrats have no supporters, no agenda and only rioters in their corners.
Trump has success for all regardless of your political ideology!

Trump Rallies; Dems Go Crazy! @POTUS on Americans winning under Republican leadership.     https://t.co/8rJTDScDhw","democrats have no supporters, no agenda and only rioters in their corners. trump has success for all regardless of your political ideology   trump rallies; dems go crazy   potus on americans winning under republican leadership.     ",Republican,"['Democrats', 'Democrat']","['Trump', 'Trump', 'Republican']"
"++ FORZA DONALD! ++
Love from Italy 🇮🇹

   https://t.co/HVJjWebMxe",   forza donald     love from italy        ,Republican,[],"['Trump', 'DONALD']"
"💥💥💥”Donald Trump Walks Out On 1990 CNN Interview For Being FAKE NEWS” 💥💥💥
@realDonaldTrump this video may give some insight as to why us  love him so much. He’s the real deal, and not some special interest, slimy politician! 
https://t.co/PYMDN6pede","    donald trump walks out on 1990 cnn interview for being fake news       realdonaldtrump this video may give some insight as to why us  love him so much. he s the real deal, and not some special interest, slimy politician   ",Republican,[],"['Trump', 'Trump', 'Donald', 'Donald']"
"Yes,  (⁦@CNN⁩, ⁦@MSNBC, ⁦@ABC, ⁦@CBSNews, ⁦@NPR, ⁦@nytimes, ⁦@washingtonpost⁩, etc.)⁩ Are Rigging  Against 1/2 The Country. Here's How. |      https://t.co/Qyy3dFUMAW","yes,     cnn ,   msnbc,   abc,   cbsnews,   npr,   nytimes,   washingtonpost , etc.   are rigging  against 1/2 the country. here s how.        ",Republican,[],[]
"This is too much. @POTUS @realDonaldTrump  better win the election from ccp because this whole mess need to be taken down hard!
david boies?
joe biden recording obama?
obama's daughter?
hunter biden

   
 385",this is too much.  potus  realdonaldtrump  better win the election from ccp because this whole mess need to be taken down hard  david boies  joe biden recording obama  obama s daughter  hunter biden       385,Republican,"['joe', 'biden', 'biden']","['Trump', 'Trump', 'Donald']"
"In a little over 72 hours, we the can look every pollster and  pundit directly in the eye and tell them to 

 
 ","in a little over 72 hours, we the can look every pollster and  pundit directly in the eye and tell them to      ",Republican,[],"['Trump', 'Trump']"
The fascists are all ramming up against the brick wall of democracy right now. I hope they bloody themselves up good! Trump family desperately trying to avoid prison!!       ,the fascists are all ramming up against the brick wall of democracy right now. i hope they bloody themselves up good  trump family desperately trying to avoid prison         ,Republican,['Biden'],"['Trump', 'Trump', 'Trump']"
"Imma do a test...

Congratulations  Donald J. Trump on the 2020 Presidential Victory.

Here’s to another great 4 years!! ",imma do a test...  congratulations  donald j. trump on the 2020 presidential victory.  here s to another great 4 years   ,Republican,[],"['Trump', 'Donald']"
      https://t.co/BdzH4DwCuJ,      ,Republican,[],"['Trump', 'Trump']"
"All of the  who were cheering over some ""lib meltdown"" when @realDonaldTrump won, your guy is now threatening to barricade himself in the oval office and refuse to leave. You can't make this shit up.

 
 
 
","all of the  who were cheering over some  lib meltdown  when  realdonaldtrump won, your guy is now threatening to barricade himself in the oval office and refuse to leave. you can t make this shit up.        ",Republican,[],"['Trump', 'Donald']"
Keep America open!   https://t.co/n4q3xcHwI9,keep america open    ,Republican,[],['trump']
"""No wonder the  Party is facing a gender gap the size of the Mariana Trench.""     @GOPChairwoman https://t.co/SmApk3hTMu", no wonder the  party is facing a gender gap the size of the mariana trench.       gopchairwoman ,Republican,[],"['Trump', 'Republicans', 'Republican', 'Republican', 'GOP']"
"First Lady Melania Trump: The media loved my husband before he decided t... https://t.co/mfCLwUcmkJ via @YouTube 
    ",first lady melania trump: the media loved my husband before he decided t...  via  youtube      ,Republican,[],"['Trump', 'Trump', 'Trump']"
Texas is now rated a 'toss-up' in the race between President Trump and Joe Biden SEE MORE HERE ==&gt; https://t.co/17tvuUF1rw           https://t.co/Mr3vm3cwKQ,texas is now rated a  toss-up  in the race between president trump and joe biden see more here    gt;            ,Republican,"['Joe', 'Biden']","['Trump', 'trump', 'trump', 'trump', 'trump', 'donald']"
"  We (GOP) ""MAY"" retain Senate..however, known Rino participants still are intact. We can only pray the majority of their obstructions were due to anti Trump disdain and they can be counted on for Liberal resistance.","  we  gop   may  retain senate..however, known rino participants still are intact. we can only pray the majority of their obstructions were due to anti trump disdain and they can be counted on for liberal resistance.",Republican,[],"['Trump', 'GOP']"
"Twitter ve Amerika'nın yarısından fazlası bir oldu, 3 gündür bir yiğidi yenmeyi başaramadılar... Cidden bu Demokratların sansürcülük ve gizli savaş yanlılığı kadar iğrenç bişey yoq... I STAND WITH TRUMP 🇺🇸🇺🇸🇺🇸🇹🇷🇹🇷🇹🇷  ","twitter ve amerika n n yar s ndan fazlas  bir oldu, 3 g nd r bir yi idi yenmeyi ba aramad lar... cidden bu demokratlar n sans rc l k ve gizli sava  yanl l    kadar i ren  bi ey yoq... i stand with trump               ",Republican,[],['TRUMP']
"Join me and don't miss out on Vice President Mike Pence Delivers Remarks at a   in Flagstaff, AZ https://t.co/jH94Haw5Hi","join me and don t miss out on vice president mike pence delivers remarks at a   in flagstaff, az ",Republican,[],"['Mike', 'Pence']"
                       https://t.co/ZhjJiccWQl,                       ,Republican,"['democrats', 'democrat', 'democrat']","['trump', 'trump', 'donald', 'republican']"
"I went to bed but got back up again to say...
TRUMP IS GOING TO WIN.

Let freedom RING!!!

Goodnight and POWER TO THE PEOPLE💪🏻

",i went to bed but got back up again to say... trump is going to win.  let freedom ring     goodnight and power to the people    ,Republican,[],['TRUMP']
              https://t.co/VjEVb1KWca,              ,Republican,"['Biden', 'Harris']","['Trump', 'Donald']"
"One of the most important issues is LAW &amp; ORDER. Biden stands with the rioters &amp; looters - I stand with the HEROES of law enforcement. If Biden wins, the rioters in the streets will be running your federal government. No city, no family, and no community will be safe. VOTE ","one of the most important issues is law and; order. biden stands with the rioters and; looters - i stand with the heroes of law enforcement. if biden wins, the rioters in the streets will be running your federal government. no city, no family, and no community will be safe. vote ",Republican,"['Biden', 'Biden']",[]
Remember when @RealDonaldTrump waits 19 months to pick his science adviser?    https://t.co/Wod326Yq3x,remember when  realdonaldtrump waits 19 months to pick his science adviser     ,Republican,[],"['Trump', 'Trump', 'Donald']"
"Qual o percentual de jornalistas soberbos, prepotentes, arrogantes no Brasil? Sigo muitos que conseguem não ser e nunca serão, mas na   só dá eles! Asco! 🤮🤮🤮
Como querer que cidadãos normais cresçam ouvindo esses inúteis?
 ","qual o percentual de jornalistas soberbos, prepotentes, arrogantes no brasil  sigo muitos que conseguem n o ser e nunca ser o, mas na   s  d  eles  asco      como querer que cidad os normais cres am ouvindo esses in teis   ",Republican,[],['Trump']
"Ronna Romney and the RNC Rigged Election Boxes https://t.co/lj2gaL7sup


 
 
 
 
 
 
",ronna romney and the rnc rigged election boxes                ,Republican,[],"['trump', 'Trump', 'Trump', 'TRUMP', 'Pence', 'RNC']"
"USPS refuses to comply with ruling!!

US Postal Service refuses to track 300,000 votes!!

votes who can make differences 

        
 https://t.co/ZkprsoVGdZ","usps refuses to comply with ruling    us postal service refuses to track 300,000 votes    votes who can make differences             ",Republican,[],"['trump', 'trump', 'donald', 'republican']"
"Los periodistas de CNN y de canales de TV chilenos estirando al máximo la calculadora para ver si gana Biden, y no le reconocen a Trump Estados ya ganados. Son una vergüenza, prensa basura.   ","los periodistas de cnn y de canales de tv chilenos estirando al m ximo la calculadora para ver si gana biden, y no le reconocen a trump estados ya ganados. son una verg enza, prensa basura.   ",Republican,['Biden'],"['Trump', 'Trump']"
"    
https://t.co/NbANAlzUQG",     ,Republican,[],"['Trump', 'Trump', 'Trump']"
"Come, Holy Spirit. Just keep me off of Twitter and staid on Instagram! 

         https://t.co/lf5wwbmXxr","come, holy spirit. just keep me off of twitter and staid on instagram             ",Republican,"['Biden', 'Harris']",['Trump']
"TRUMP, PENCE, Republicans PUT   🇱🇷🙏🏻🇱🇷Pollster Who Correctly Predicted Trump's Election Win in 2016 Says Trump Is Looking Good for a Repeat in 2020 (VIDEO) https://t.co/CgwJGgtbOZ","trump, pence, republicans put         pollster who correctly predicted trump s election win in 2016 says trump is looking good for a repeat in 2020  video  ",Republican,[],"['TRUMP', 'Trump', 'Trump', 'PENCE', 'Republicans', 'Republican']"
"Trump will win 
   
  https://t.co/ap4aK0FDaA",trump will win        ,Republican,[],"['Trump', 'TRUMP', 'TRUMP']"
"Joe Biden - your 1-year, lame duck, “you ain’t black”, senile President

Good job Democrats

        ","joe biden - your 1-year, lame duck,  you ain t black , senile president  good job democrats          ",Republican,"['Joe', 'Joe', 'Biden', 'Biden', 'Biden', 'Harris', 'Democrats', 'Democrats', 'Democrat', 'Democrat']",[]
"""I'm dying for a Trump rally."" Literally.

https://t.co/H8hDudgRE5

       @realDonaldTrump   @FoxNews  @TeamTrump  ", i m dying for a trump rally.  literally.            realdonaldtrump    foxnews   teamtrump  ,Republican,[],"['Trump', 'Trump', 'Trump', 'Trump', 'TRUMP', 'TRUMP', 'Trump', 'Trump', 'Donald']"
